,title,lprice,category1,category2,title_sentencePiece,title_bertWP
0,링케 갤럭시 S24 울트라 퓨전 투명 케이스,12300,디지털/가전,휴대폰액세서리,▁ 링 케 ▁ <unk> <unk> 시 ▁S 24 ▁울 트 라 ▁퓨 전 ▁투 명 ▁케이 스,링케 갤럭시 S24 울트라 퓨전 투명 케이스
1,씨씨콜렉트 핸드메이드 싱글 벨티드 코트 C224MSG554,149700,패션의류,여성의류,▁씨씨콜렉트 ▁핸드메이드 ▁싱글 ▁벨티드 ▁코트 ▁C 224MSG 5 54,씨씨콜렉트 핸드메이드 싱글 벨티드 코트 C ##224MSG ##55 ##4
2,제닉스 STORMX TITAN IN-EAR,22400,디지털/가전,음향가전,▁제 닉 스 ▁ST OR M X ▁T IT AN ▁IN - E AR,제닉스 STORMX TITAN IN - E ##AR
3,앱코 AN02 RGB BAR 축교환 기계식 키보드,42890,디지털/가전,주변기기,▁ <unk> 코 ▁A N 02 ▁R G B ▁B AR ▁ <unk> <unk> <unk> ▁기 계 식 ▁키 보 드,앱코 A ##N ##02 RGB BA ##R 축교환 기계식 키보드
4,프로젝트엠 프로젝트M 여성 PRJCT 라운드넥 크롭 플리스 맨투맨 EYD4TR2877BL,15000,패션의류,여성의류,▁프로젝트엠 ▁프로젝트M ▁여성 ▁PRJCT ▁라운드넥 ▁크롭 ▁플리스 ▁맨투맨 ▁EYD4TR 28 77 BL,프로젝트엠 프로젝트M 여성 PRJCT 라운드넥 크롭 플리스 맨투맨 EYD4TR ##28 ##77 ##BL
5,게스 여성 Featherlight Glam 후드 롱 구스 YN4W5873,95710,패션의류,여성의류,▁게스 ▁여성 ▁F e at h er l ig h t ▁G l am ▁후드 ▁롱 ▁구스 ▁YN4W587 3,게스 여성 F ##e ##at ##h ##er ##light G ##la ##m 후드 롱 구스 YN4W58 ##73
6,노와이어브라 편한 모달 브라탑 수면 브라,12900,패션의류,여성언더웨어/잠옷,▁노와이어브라 ▁편한 ▁모달 ▁브라탑 ▁수면 ▁브라,노와이어브라 편한 모달 브라탑 수면 브라
7,지오다노 GIORDANO 브러시드 테리 풀오버 맨투맨 022930,21600,패션의류,남성의류,▁지오다노 ▁GIORDANO ▁브러시드 ▁테리 ▁풀오버 ▁맨투맨 ▁02 29 30,지오다노 GIORDANO 브러시드 테리 풀오버 맨투맨 0 ##229 ##30
8,내셔널지오그래픽 헤론 U넥 경량 다운 점퍼 N224MDW920,101320,패션의류,남성의류,▁내셔널지오그래픽 ▁헤론 ▁U넥 ▁경량 ▁다운 ▁점퍼 ▁N 224 MD W 9 20,내셔널지오그래픽 헤론 U넥 경량 다운 점퍼 N2 ##24 ##MD ##W ##920
9,모르간 99900원 MORGAN 윈터 울 재킷 237164,55650,패션의류,여성의류,▁모르간 ▁99 9 00원 ▁MORGAN ▁윈터 ▁울 ▁재킷 ▁23 71 6 4,모르간 999 ##00원 MORGAN 윈터 울 재킷 23 ##71 ##6 ##4
10,데상트 캐논 구스 롱다운 자켓 SO323UDJ91,400960,패션의류,남성의류,▁데 상 트 ▁캐 논 ▁구스 ▁롱다운 ▁자켓 ▁SO 323 UD J 91,데 ##상 ##트 캐논 구스 롱다운 자켓 SO ##323 ##UD ##J ##91
11,겨울 여자슬랙스 기모 밴딩슬랙스 일자 키작녀바지,32900,패션의류,여성의류,▁겨울 ▁여자슬랙스 ▁기모 ▁밴딩슬랙스 ▁일자 ▁키작녀 바지,겨울 여자슬랙스 기모 밴딩슬랙스 일자 키작녀바지
12,펠틱스 펠틱스 남성 장기모 상하의 셋업 2종,37850,패션의류,남성의류,▁펠틱스 ▁펠틱스 ▁남성 ▁장기모 ▁상하 의 ▁셋업 ▁2종,펠틱스 펠틱스 남성 장기모 상하 ##의 셋업 2종
13,[도로시와] 빅사이즈 레이스 홑겹 큰컵 여성속옷세트 6종 모음전,23600,패션의류,여성언더웨어/잠옷,▁[도 로 시 와 ] ▁빅사이즈 ▁레이스 ▁ 홑 겹 ▁큰컵 ▁여성 속옷세트 ▁6종 ▁모 음 전,[ 도 ##로 ##시 ##와 ] 빅사이즈 레이스 홑 ##겹 큰컵 여성속옷 ##세트 6종 모음전
14,LG전자 울트라기어 27GP850,489060,디지털/가전,모니터,▁L G 전 자 ▁울 트 라 기 어 ▁2 7 GP 8 50,LG전자 울트라기어 27GP ##850
15,쿠쿠전자 CUCKOO CMW-A201DW,59700,디지털/가전,주방가전,▁쿠 쿠 전 자 ▁C U CK O O ▁C MW - A 201 DW,쿠쿠전자 CUCKOO C ##MW - A ##201 ##DW
16,올리브데올리브 박지현 착장 벨티드 폭스 후드 퍼 구스다운 OP3XCM100,202270,패션의류,여성의류,▁올리브데올리브 ▁박 지 현 ▁착장 ▁벨티드 ▁폭스 ▁후드 ▁퍼 ▁구스다운 ▁OP 3X CM 100,올리브데올리브 박 ##지 ##현 착장 벨티드 폭스 후드 퍼 구스다운 OP3X ##CM ##100
17,레토 손목 보호 마우스 패드 LM-WP01,7800,디지털/가전,PC액세서리,▁레 토 ▁ <unk> 목 ▁보 호 ▁마 우 스 ▁패드 ▁L M - W P 01,레토 손목 보호 마우스 패드 L ##M - W ##P ##01
18,"(S,M,L,XL) 가을 여성 정장원피스 빅사이즈원피스 결혼식하객룩 돌찬치 뉴쥬드",69000,패션의류,여성의류,"▁( S , M , L , XL ) ▁가을 ▁여성 ▁정장원피스 ▁빅사이즈 원피스 ▁결혼식하객룩 ▁돌 찬 치 ▁뉴 쥬 드","( S , M , L , XL ) 가을 여성 정장원피스 빅사이즈 ##원피스 결혼식하객룩 돌 ##찬 ##치 뉴 ##쥬 ##드"
19,(강추) 샤버튼 국내 노카라 금장 버튼 자켓 간절기 겨울 울자켓 -2color,59800,패션의류,여성의류,▁( 강 추 ) ▁샤 버튼 ▁국내 ▁노카라 ▁금장 ▁버튼 ▁자켓 ▁간절기 ▁겨울 ▁울 자켓 ▁- 2color,( 강 ##추 ) 샤 ##버튼 국내 노카라 금장 버튼 자켓 간절기 겨울 울 ##자켓 - 2color
20,가죽 마우스 장패드 노트북 키보드 매트 70x30,8900,디지털/가전,PC액세서리,▁가 죽 ▁마 우 스 ▁장 패 드 ▁노 트 <unk> ▁키 보 드 ▁ 매 트 ▁7 0 x 30,가죽 마우스 장패드 노트북 키보드 매트 70 ##x ##30
21,미즈노 패딩 아노락 남성 점퍼 32XE2521,113117,패션의류,남성의류,▁미즈노 ▁패딩 ▁아노락 ▁남성 ▁점퍼 ▁32 X E 25 21,미즈노 패딩 아노락 남성 점퍼 32 ##XE ##25 ##21
22,티셔츠 제작 단체티 주문 반팔티 소량 프린팅 커스텀 인쇄,7900,패션의류,남성의류,▁티셔츠 ▁제작 ▁단체티 ▁주문 ▁반팔티 ▁소량 ▁프린팅 ▁커스텀 ▁인 쇄,티셔츠 제작 단체티 주문 반팔티 소량 프린팅 커스텀 인쇄
23,온앤온 폭스퍼 구스 숏패딩 NEP2XM607,95500,패션의류,여성의류,▁온앤온 ▁폭스퍼 ▁구스 ▁숏패딩 ▁NEP 2 X M 6 07,온앤온 폭스퍼 구스 숏패딩 NEP ##2 ##X ##M ##60 ##7
24,아이엠듀 갤럭시 S24 울트라 카드 케이스 이지스 플러스 풀커버 투명,14400,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁ <unk> <unk> 시 ▁S 24 ▁울 트 라 ▁카 드 ▁케이 스 ▁이 지스 ▁플 러 스 ▁풀 커 버 ▁투 명,아이엠듀 갤럭시 S24 울트라 카드 케이스 이지스 플러스 풀커버 투명
25,지클릭커 오피스프로 인체공학 무소음 무선 키보드 마우스 세트,22290,디지털/가전,주변기기,▁지 클 릭 커 ▁오 피스 프 로 ▁인 체 공 <unk> ▁무 소 음 ▁무 선 ▁키 보 드 ▁마 우 스 ▁세트,지클릭커 오피스프로 인 ##체 ##공 ##학 무소음 무선 키보드 마우스 세트
26,네스프레소 에센자 미니 C30,148460,디지털/가전,주방가전,▁네 스 프 레 소 ▁에 센 자 ▁미 니 ▁C 30,네스프레소 에센 ##자 미니 C ##30
27,SK하이닉스 Platinum P41 M.2 NVMe,121500,디지털/가전,저장장치,▁S K 하 이 닉 스 ▁P l at in u m ▁P 41 ▁M . 2 ▁NV M e,SK하이닉스 P ##la ##t ##in ##um P ##41 M . 2 NVMe
28,리바이스 남녀공용 트러커 데님 자켓 72334-0130,53130,패션의류,남성의류,▁리바이스 ▁남녀공용 ▁트 러 커 ▁데님 ▁자켓 ▁7 23 34 -01 30,리바이스 남녀공용 트 ##러 ##커 데님 자켓 7 ##23 ##34 - 01 ##30
29,오조이 타임 이틀만 자체제작 울 30 플리츠 모직 롱 밴딩 스커트 11만장 돌파,18900,패션의류,여성의류,▁오조이 ▁타 임 ▁이 틀 만 ▁자체제작 ▁울 ▁3 0 ▁플리츠 ▁모직 ▁롱 ▁밴딩 ▁스커트 ▁11 만 장 ▁돌 파,오조이 타 ##임 이 ##틀 ##만 자체제작 울 30 플리츠 모직 롱 밴딩 스커트 11 ##만 ##장 돌 ##파
30,올젠 롯데올젠 남자 겨울 면스판 치노팬츠 5종 1택 TS 672088 ZOC4PP1303,26150,패션의류,남성의류,▁올젠 ▁ 롯 데 올젠 ▁남자 ▁겨울 ▁면스판 ▁치노팬츠 ▁5종 ▁1 택 ▁T S ▁6 7 20 88 ▁ZO C4PP13 03,올젠 롯 ##데올 ##젠 남자 겨울 면스판 치노팬츠 5종 1 ##택 TS 6 ##720 ##8 ##8 ZO ##C4PP1 ##303
31,레토 강화유리 모니터 받침대 LMS-G01,17800,디지털/가전,모니터주변기기,▁레 토 ▁강 화 유 리 ▁모 니 터 ▁ <unk> <unk> 대 ▁L MS - G 01,레토 강화유리 모니터 받침대 LMS - G ##01
32,24인치 컴퓨터 모니터 게이밍모니터 틸트 사무용 모니터 가정용,99000,디지털/가전,모니터,▁24 인 치 ▁컴 퓨 터 ▁모 니 터 ▁ 게 이 밍 모 니 터 ▁ 틸 트 ▁사 무 용 ▁모 니 터 ▁가 정 용,24인치 컴퓨터 모니터 게이밍 ##모니터 틸 ##트 사무용 모니터 가정용
33,나이키 스포츠웨어 클럽 패딩 재킷 FB7369,167300,패션의류,남성의류,▁나이키 ▁스포츠웨어 ▁클럽 ▁패딩 ▁재킷 ▁FB7 36 9,나이키 스포츠웨어 클럽 패딩 재킷 FB ##73 ##69
34,뱅뱅 남성 플리스 본딩 기모데님 3종세트,20210,패션의류,남성의류,▁뱅뱅 ▁남성 ▁플리스 ▁본딩 ▁기모 데님 ▁3종 세트,뱅뱅 남성 플리스 본딩 기모 ##데님 3종 ##세트
35,비버리힐즈폴로클럽 23FW 울블렌디드 케이블니트 3종 여성,72270,패션의류,여성의류,▁비버리힐즈폴로클럽 ▁23FW ▁울 블 렌디드 ▁케이블니트 ▁3종 ▁여성,비버리힐즈폴로클럽 23FW 울 ##블 ##렌 ##디드 케이블니트 3종 여성
36,비비안 외 심리스브라 노와이어 여자속옷세트 베스트 모음전,69900,패션의류,여성언더웨어/잠옷,▁비비안 ▁외 ▁심리스브라 ▁노와이어 ▁여자속옷세트 ▁베스트 ▁모 음 전,비비안 외 심리스브라 노와이어 여자속옷세트 베스트 모음전
37,태블릿 거치대 회전 아이패드 거치대 스탠드 갤럭시탭,17400,디지털/가전,태블릿PC액세서리,▁ 태 블 릿 ▁거 치 대 ▁ 회 전 ▁아 이 패 드 ▁거 치 대 ▁스탠 드 ▁ <unk> <unk> 시 탭,태블릿 거치대 회전 아이패드 거치대 스탠드 갤럭시탭
38,Apple 아이패드 9세대 WIFI 64G 실버 (MK2L3KH/A),422930,디지털/가전,태블릿PC,▁A p p le ▁아 이 패 드 ▁9 세 대 ▁W I F I ▁6 4 G ▁실 버 ▁( MK 2 L 3 K H / A ),Apple 아이패드 9세대 WIFI 64G 실버 ( MK2 ##L ##3KH / A )
39,기모버전 가을 맥시 플레어 뒷밴딩 스커트,25900,패션의류,여성의류,▁기모 버 전 ▁가을 ▁맥시 ▁플레어 ▁ 뒷 밴딩 ▁스커트,기모 ##버전 가을 맥시 플레어 뒷 ##밴딩 스커트
40,신지모루 아이폰 15 프로 MAX 풀커버 하이브리드 플러스 강화유리 액정보호필름,10400,디지털/가전,휴대폰액세서리,▁신 지 모 루 ▁아 이 폰 ▁15 ▁프로 ▁MA X ▁풀 커 버 ▁하이 브 리드 ▁플 러 스 ▁강 화 유 리 ▁ 액 정 보 호 필 름,신지모루 아이폰 15 프로 MAX 풀커버 하이브리드 플러스 강화유리 액정보호필름
41,아인 보르르 분유포트,95000,디지털/가전,주방가전,▁아 인 ▁보 르 르 ▁ 분 유 포트,아 ##인 보 ##르르 분 ##유 ##포트
42,오쿠 OCC-BM350,85260,디지털/가전,주방가전,▁오 쿠 ▁O C C - B M 3 50,오 ##쿠 OC ##C - B ##M3 ##50
43,삼성전자 삼성 2023 QLED 4K QC65 214cm (KQ85QC65AFXKR),2264470,디지털/가전,영상가전,▁삼 성 전 자 ▁삼 성 ▁2023 ▁ Q L E D ▁4 K ▁ Q C 65 ▁2 14 c m ▁( K Q 8 5 Q C 65 A F X KR ),삼성전자 삼성 2023 QLED 4K QC65 21 ##4 ##cm ( KQ ##85 ##QC65AFXKR )
44,크레송 23FW 크레송 시베리안 덕다운,64140,패션의류,여성의류,▁크레송 ▁23FW ▁크레송 ▁시 베 리 안 ▁덕다운,크레송 23FW 크레송 시 ##베 ##리안 덕다운
45,뉴발란스 UNI 액티브 숏 나일론 구스 다운자켓 NBNPB41043,102650,패션의류,남성의류,▁뉴 발 란 스 ▁UNI ▁ 액티브 ▁숏 ▁나일론 ▁구스 ▁다운 자켓 ▁NB N P B41 04 3,뉴 ##발 ##란 ##스 UNI 액티브 숏 나일론 구스 다운 ##자켓 NB ##N ##P ##B4 ##104 ##3
46,올젠 후드 퀼팅 다운 점퍼 ZMC4FP1901BE,52480,패션의류,남성의류,▁올젠 ▁후드 ▁퀼팅 ▁다운 ▁점퍼 ▁ZMC4FP 1901 B E,올젠 후드 퀼팅 다운 점퍼 ZMC4FP1 ##901 ##BE
47,아이엠듀 아이폰 보조배터리 8핀 일체형 C타입 충전형 5000mAh,9400,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁아 이 폰 ▁보 조 배 터 리 ▁8 핀 ▁일 체형 ▁C 타 입 ▁ <unk> 전 형 ▁5 000 m A h,아이엠듀 아이폰 보조배터리 8핀 일체형 C타입 충전 ##형 5000mAh
48,(기장추가)플레이스 투포켓 롱 일자 와이드 청바지(기모추가),38500,패션의류,여성의류,▁( 기장 추가) 플 레이 스 ▁투 포켓 ▁롱 ▁일자 ▁와이드 ▁청바지 ( 기모 추가),( 기장추가 ) 플레이 ##스 투 ##포켓 롱 일자 와이드 청바지 ( 기모추가 )
49,[한복대여 리진한복] 여린(치마컬러5가지) 여자단품 하객 혼주 결혼식 돌잔치 웨딩촬영 종로한복대여,98000,패션의류,여성의류,▁[한복대여 ▁리진한복] ▁여 린 ( 치 마 컬러 5 가지 ) ▁여자 단 품 ▁하객 ▁혼주 ▁결혼식 ▁돌잔치 ▁웨딩촬영 ▁ 종 로 한복대여,[ 한복대여 리진한복 ] 여 ##린 ( 치마 ##컬러 ##5 ##가지 ) 여자 ##단 ##품 하객 혼주 결혼식 돌잔치 웨딩촬영 종 ##로 ##한복 ##대여
50,나이키 조거팬츠 맨투맨 후드티 트레이닝복 세트 기모 후디 일자 바지 츄리닝,29000,패션의류,남성의류,▁나이키 ▁조거팬츠 ▁맨투맨 ▁후드티 ▁트레이닝복 ▁세트 ▁기모 ▁후디 ▁일자 ▁바지 ▁츄리닝,나이키 조거팬츠 맨투맨 후드티 트레이닝복 세트 기모 후디 일자 바지 츄리닝
51,Apple 아이패드 10세대 WIFI 64G 실버 (MPQ03KH/A),640990,디지털/가전,태블릿PC,▁A p p le ▁아 이 패 드 ▁10 세 대 ▁W I F I ▁6 4 G ▁실 버 ▁( M P Q 03 K H / A ),Apple 아이패드 10세대 WIFI 64G 실버 ( MP ##Q ##03 ##KH / A )
52,씨씨콜렉트 아웃포켓 중기장 하프코트 C234MSG515,242100,패션의류,여성의류,▁씨씨콜렉트 ▁아웃포켓 ▁중기장 ▁하프코트 ▁C234MSG51 5,씨씨콜렉트 아웃포켓 중기장 하프코트 C234MSG5 ##15
53,크로커다일레이디 세이브존02 다운토끼털여우점퍼 CLBWDW106,88540,패션의류,여성의류,▁크로커다일레이디 ▁세이브존02 ▁다운 토 끼털 여우 점퍼 ▁CLB WDW 10 6,크로커다일레이디 세이브존02 다운 ##토 ##끼털 ##여우 ##점퍼 CLBWDW ##106
54,메디큐브 에이지알 더마 EMS 샷,182600,디지털/가전,이미용가전,▁메 디 <unk> 브 ▁에 이 지 알 ▁더 마 ▁E MS ▁ <unk>,메디큐브 에이지알 더마 E ##MS 샷
55,고프로 히어로11 블랙,468480,디지털/가전,카메라/캠코더용품,▁고 프 로 ▁히 어 로 11 ▁블랙,고프로 히어로 ##11 블랙
56,디지지 알루미늄 각도조절 접이식 노트북 거치대,11400,디지털/가전,노트북액세서리,▁디 지 지 ▁알 루 미 <unk> ▁ 각 도 조 절 ▁ 접 이 식 ▁노 트 <unk> ▁거 치 대,디지지 알루미늄 각도조절 접이식 노트북 거치대
57,푸마 바디웨어 남성 면스판 드로즈 5종세트 95 120 사이즈 인기리,28110,패션의류,남성언더웨어/잠옷,▁푸마 ▁바디 웨어 ▁남성 ▁면스판 ▁드로즈 ▁5종 세트 ▁9 5 ▁1 20 ▁사이즈 ▁인 기 리,푸마 바디 ##웨어 남성 면스판 드로즈 5종 ##세트 9 ##5 120 사이즈 인 ##기 ##리
58,올젠 남성 무톤 패널탈부착 다운 사파리 패딩 점퍼 ZOC4FP1307,54510,패션의류,남성의류,▁올젠 ▁남성 ▁무 톤 ▁패 널 탈부착 ▁다운 ▁사파리 ▁패딩 ▁점퍼 ▁ZOC4FP13 07,올젠 남성 무 ##톤 패 ##널 ##탈부착 다운 사파리 패딩 점퍼 ZOC4FP1 ##307
59,씨씨콜렉트 헤링본 싱글 핸드메이드 코트 C234MSG021,154310,패션의류,여성의류,▁씨씨콜렉트 ▁헤링본 ▁싱글 ▁핸드메이드 ▁코트 ▁C234MSG 02 1,씨씨콜렉트 헤링본 싱글 핸드메이드 코트 C234MSG ##02 ##1
60,ZOOC 광주 후드구스다운패딩 Z234PSG183,106930,패션의류,여성의류,▁ZOOC ▁ 광 주 ▁후드 구스다운 패딩 ▁Z234PSG18 3,ZOOC 광 ##주 후드 ##구스다운 ##패딩 Z234PSG18 ##3
61,히트터치 기모내복 발열내의 세트 남성 여성 성인 겨울 보온 방한 울트라 히트텍 라벨 없는 내의,9900,패션의류,남성언더웨어/잠옷,▁히트 터치 ▁기모 내복 ▁발열내의 ▁세트 ▁남성 ▁여성 ▁성인 ▁겨울 ▁보온 ▁방한 ▁울 트 라 ▁히트텍 ▁라벨 ▁ 없는 ▁내의,히트 ##터치 기모 ##내복 발열내의 세트 남성 여성 성인 겨울 보온 방한 울트라 히트텍 라벨 없 ##는 내의
62,닌텐도 마리오 카트 8 디럭스 + 조이콘 휠 패키지 SWITCH 한글판,61100,디지털/가전,게임기/타이틀,▁ 닌 텐 도 ▁마 리오 ▁카 트 ▁8 ▁디 <unk> 스 ▁ + ▁조 이 콘 ▁ <unk> ▁패 키지 ▁S W I TC H ▁ 한 글 판,닌텐도 마리오 카트 8 디럭스 + 조이콘 휠 패키지 SWITCH 한글판
63,오디오테크니카 AT-LP60XBT,258000,디지털/가전,음향가전,▁오 디오 테 크 니 카 ▁A T - L P 6 0 X B T,오디 ##오 ##테크 ##니 ##카 AT - LP ##60X ##BT
64,칼라거펠드 23FW 칼라거펠트 블랑쉬 트렌치코트,43120,패션의류,여성의류,▁칼라거펠드 ▁23FW ▁칼라거펠트 ▁블 랑 쉬 ▁트렌치 코트,칼라거펠드 23FW 칼라거펠트 블 ##랑 ##쉬 트렌치코트
65,지오지아 울 블렌드 더블 롱 코트 AEC4CB1103,103170,패션의류,남성의류,▁지오지아 ▁울 ▁블렌드 ▁더블 ▁롱 ▁코트 ▁AEC4 C B 11 03,지오지아 울 블렌드 더블 롱 코트 AEC4 ##C ##B1 ##103
66,아이엠듀 애플펜슬 투톤 슬림 커버 케이스,10400,디지털/가전,태블릿PC액세서리,▁아 이 엠 듀 ▁ <unk> 플 펜 슬 ▁투 톤 ▁슬림 ▁커버 ▁케이 스,아이엠듀 애플펜슬 투 ##톤 슬림 커버 케이스
67,나이키 NSW 클럽 플리스 크루넥 스웻셔츠 FQ7972,47000,패션의류,남성의류,▁나이키 ▁N SW ▁클럽 ▁플리스 ▁크루넥 ▁스웻 셔츠 ▁F Q 79 7 2,나이키 NS ##W 클럽 플리스 크루넥 스웻 ##셔츠 F ##Q ##79 ##72
68,소니 WH-1000XM5,27000,디지털/가전,음향가전,▁소 니 ▁WH - 100 0 X M 5,소니 WH - 1000XM5
69,후지필름 인스탁스 미니11,115620,디지털/가전,카메라/캠코더용품,▁후 지 필 름 ▁인 스 <unk> 스 ▁미 니 11,후지필름 인스탁스 미니11
70,비비안웨스트우드 가디건 베아 버진울 화이트라벨,234900,패션의류,여성의류,▁비비안 웨스트우드 ▁가디건 ▁베아 ▁버 진 울 ▁화이트 라벨,비비안 ##웨스트 ##우드 가디건 베아 버 ##진 ##울 화이트 ##라 ##벨
71,탑텐 여성 에코 쉘파 크루넥 가디건 289749 MSC4TC2002 289749,14190,패션의류,여성의류,▁탑텐 ▁여성 ▁에코 ▁쉘파 ▁크루넥 ▁가디건 ▁28974 9 ▁MSC4TC 200 2 ▁28974 9,탑텐 여성 에코 쉘파 크루넥 가디건 289749 MSC4TC ##2002 289749
72,아이엠듀 아이폰 14 프로 맥스 투명 이지스 크리스탈 케이스,11400,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁아 이 폰 ▁1 4 ▁프로 ▁맥 스 ▁투 명 ▁이 지스 ▁크 리스 탈 ▁케이 스,아이엠듀 아이폰 14 프로 맥스 투명 이지스 크리스탈 케이스
73,폴햄 여성 와이드 코듀로이 팬츠 PHD4PP2099,25640,패션의류,여성의류,▁폴햄 ▁여성 ▁와이드 ▁코듀로이 ▁팬츠 ▁PHD4PP20 99,폴햄 여성 와이드 코듀로이 팬츠 PHD4PP20 ##99
74,피에스이벤처스 PENTON 펜톤 TSX 다이아팟,39790,디지털/가전,음향가전,▁피 에 스 이 벤 처 스 ▁P EN T ON ▁ 펜 톤 ▁T S X ▁다이아 <unk>,피에스이벤처스 PENTON 펜톤 TS ##X 다이아 ##팟
75,마샬 Stanmore II,224930,디지털/가전,음향가전,▁마 <unk> ▁S t an m or e ▁I I,마샬 Stanmore II
76,BESTA BK-50,153350,디지털/가전,학습기기,▁B EST A ▁B K- 50,BE ##S ##TA BK - 50
77,프롬마치 하이퀄 무광 레더 크롭 패딩 점퍼,38300,패션의류,여성의류,▁프롬마치 ▁하이 퀄 ▁무 광 ▁레더 ▁크롭 ▁패딩 ▁점퍼,프롬마치 하이 ##퀄 무광 레더 크롭 패딩 점퍼
78,지컷 폭스퍼 후드 구스다운 퀼팅 코트 7252417006,101600,패션의류,여성의류,▁지컷 ▁폭스퍼 ▁후드 ▁구스다운 ▁퀼팅 ▁코트 ▁7252 41700 6,지컷 폭스퍼 후드 구스다운 퀼팅 코트 7252417 ##006
79,오셀픽 스트라이프 극세사 파자마 수면 잠옷 세트 여성 남성 커플 겨울 홈웨어,24900,패션의류,남성언더웨어/잠옷,▁오 셀 픽 ▁스트라이프 ▁극세사 ▁파자마 ▁수면 ▁잠옷 ▁세트 ▁여성 ▁남성 ▁커플 ▁겨울 ▁홈웨어,오 ##셀 ##픽 스트라이프 극세사 파자마 수면 잠옷 세트 여성 남성 커플 겨울 홈웨어
80,더엣지 2만원 더엣지 23FW 울혼방 클래식 체크 자켓,52120,패션의류,여성의류,▁더엣지 ▁2 만원 ▁더엣지 ▁23FW ▁울혼방 ▁클래식 ▁체크 ▁자켓,더엣지 2 ##만원 더엣지 23FW 울혼방 클래식 체크 자켓
81,지오다노 여 경량 다운 크루넥 자켓 372908,42600,패션의류,여성의류,▁지오다노 ▁여 ▁경량 ▁다운 ▁크루넥 ▁자켓 ▁37 29 08,지오다노 여 경량 다운 크루넥 자켓 37 ##2908
82,로랜텍 하드그립 갤럭시S24울트라 케이스,9400,디지털/가전,휴대폰액세서리,▁로 랜 텍 ▁하 드 그 립 ▁ <unk> <unk> 시 S 24 울 트 라 ▁케이 스,로랜텍 하드 ##그 ##립 갤럭시S24 ##울트라 케이스
83,로리스토어 알파플랜 3단 회전 노트북 거치대,32500,디지털/가전,노트북액세서리,▁로 리스 토어 ▁알 파 플 랜 ▁3 단 ▁ 회 전 ▁노 트 <unk> ▁거 치 대,로리스토어 알파플랜 3단 회전 노트북 거치대
